deck,name,lat,lng,country,state,wordCount,date,link
A photographer captures the energy of a dog sled race from above.,One Great Shot: Mush Speed,69.21850107324754,-51.10728345316161,Greenland,Qaasuitsup Kommune,"100 words, 1 photo",2022-02-11T00:05:00,https://hakaimagazine.com/videos-visuals/one-great-shot-mush-speed/
"Mumbai’s shoreline lights up after dark, if you know how to turn it on.",One Great Shot: A Different Kind of Nightlife,19.057007204979428,72.80924063358978,India,Maharashtra,"200 words, 1 photo",2022-01-14T00:05:13,https://hakaimagazine.com/videos-visuals/one-great-shot-a-different-kind-of-nightlife/
"Up close, a hydroid polyp looks more like a fairy’s wand or crystal ball than an animal.",One Great Shot: Magic in the Minutiae,10.970081230798433,122.78774947477837,Philippines,Western Visayas,"150 words, 1 photo",2021-12-23T00:05:41,https://hakaimagazine.com/videos-visuals/one-great-shot-magic-in-the-minutiae/
A diver experiences a forage fish shoal so dense it blocked out the sun.,One Great Shot: A School Visit,-23.142919622243518,113.76268763275756,Australia,Western Australia,"100 words, 1 photo",2021-11-12T00:05:47,https://hakaimagazine.com/videos-visuals/one-great-shot-a-school-visit/
"Faced with the loss of their wetlands, Louisianians attempt to rebuild barrier islands for the benefit of coastal communities and the state’s beloved brown pelicans.",Louisiana By and Bye,29.305993756173994,-89.95782914321651,United States,Louisiana,7 min,2021-11-02T00:05:02,https://hakaimagazine.com/videos-visuals/louisiana-by-and-bye/
"Fish fall to the seafloor when they die, sequestering carbon in the deep. Our penchant for catching big fish is breaking the cycle.",Letting Carbon Sink with the Fishes,,,,,1 min 50 sec,2021-10-13T00:05:08,https://hakaimagazine.com/videos-visuals/letting-carbon-sink-with-the-fishes/
"When you’re at the bottom of the food chain, even transparent protection helps.",One Great Shot: An Invisible Shield for Fish,,,,,"200 words, 1 photo",2021-10-07T00:05:50,https://hakaimagazine.com/videos-visuals/an-invisible-shield-for-fish/
One person’s trash can be a fish’s treasure.,One Great Shot: Discoveries in the Drink,10.972424198365863,122.77561968984342,Philippines,Western Visayas,"150 words, 1 photo",2021-09-13T00:05:53,https://hakaimagazine.com/videos-visuals/one-great-shot-discoveries-in-the-drink/
A search for a secret cove leads to an unforgettable jellyfish encounter.,One Great Shot: A Constellation of Moons,,,,,"250 words, 1 photo",2021-08-13T00:05:47,https://hakaimagazine.com/videos-visuals/one-great-shot-a-constellation-of-moons/
"In Patagonia, seabirds and artisanal hake fishers have a long-established relationship. Industrial fishers, not so much—and it’s not good for the birds.",Plight of the <i>Pajarada</i>,-53.30695,-70.851367,Chile,,8 min 50 sec,2021-08-10T00:05:34,https://hakaimagazine.com/videos-visuals/plight-of-the-pajarada/
A fearless photographer braves a rocky precipice to capture this image of avian carnage.,One Great Shot: Peregrine Falcon Mealtime,,,,,"150 words, 1 photo",2021-07-16T00:05:51,https://hakaimagazine.com/videos-visuals/one-great-shot-peregrine-falcon-mealtime/
The anthropause has shown us that we’re too noisy for the ocean’s animals.,The Sound Aquatic Episode 5: Extremely Loud and Incredibly Close,,,,,26 min,2021-06-21T09:05:06,https://hakaimagazine.com/videos-visuals/the-sound-aquatic-episode-5-extremely-loud-and-incredibly-close/
Whale clans teach and transmit culture using their own unique dialects.,The Sound Aquatic Episode 4: Learning to Speak Whale,,,,,30 min,2021-06-14T09:03:54,https://hakaimagazine.com/videos-visuals/the-sound-aquatic-episode-4-learning-to-speak-whale/
"Off Mexico’s Baja California Peninsula, a school of fish takes advantage of a bull shark’s rough skin.",One Great Shot: Shark Scratching Post,,,,,"150 words, 1 photo",2021-06-11T00:05:22,https://hakaimagazine.com/videos-visuals/one-great-shot-shark-scratching-post/
Swiping right in the deep blue sea.,The Sound Aquatic Episode 3: Plenty of Fish,,,,,26 min,2021-06-07T09:03:44,https://hakaimagazine.com/videos-visuals/the-sound-aquatic-episode-3-plenty-of-fish/
"Marine animals that navigate through whispers, songs, grunts, or clicks.",The Sound Aquatic Episode 2: How Not to Get Lost in the Ocean,,,,,36 min,2021-05-31T08:52:56,https://hakaimagazine.com/videos-visuals/the-sound-aquatic-episode-2-how-not-to-get-lost-in-the-ocean/
Eavesdropping on marine motormouths during the world’s most expensive experiment.,The Sound Aquatic Episode 1: Can You Hear Me Now?,,,,,23 min,2021-05-25T09:05:22,https://hakaimagazine.com/videos-visuals/can-you-hear-me-now/
"At a popular Mexican dive spot, crashing waves, a volcanic spire, and congregating fish make for a dramatic scene.",One Great Shot: Fish Overhead,19.11916142359179,-112.33933340525915,Mexico,,"250 words, 1 photo",2021-05-21T00:05:08,https://hakaimagazine.com/videos-visuals/one-great-shot-fish-overhead/
A photographer witnesses the struggle between a gull and a freshly hatched sea turtle.,One Great Shot: When Dinner Will Not Go Gently,-23.442491304103427,151.91525366532994,Australia,Queensland,"150 words, 1 photo",2021-04-16T00:05:43,https://hakaimagazine.com/videos-visuals/one-great-shot-when-dinner-will-not-go-gently/
"With a little help from some tuna, a whale shark finally has its feast.",One Great Shot: The Big Gulp,-22.108417,114.32087,Australia,Western Australia,"200 words, 1 photo",2021-03-12T00:05:58,https://hakaimagazine.com/videos-visuals/one-great-shot-the-big-gulp/
A photographer captures the frenzy as tiny fish scramble to escape a feeding whale.,"One Great Shot: Hungry, Hungry Humpback",50.590575347295115,-126.92497623268684,Canada,British Columbia,"150 words, 1 photo",2021-02-12T00:05:17,https://hakaimagazine.com/videos-visuals/hungry-hungry-humpback/
"Dangle a dead whale in the ocean, and look what shows up.",The Whale Bone Squatters,51.653687080486144,-128.12885523132994,Canada,British Columbia,"1,000 words, 17 photos",2021-02-04T00:05:18,https://hakaimagazine.com/videos-visuals/the-whale-bone-squatters/
A backlit diver adds a mysterious air to the Red Sea’s Gulf of Aqaba.,One Great Shot: Sunken Tank,20.280232,38.512573,,,"100 words, 1 photo",2021-01-15T00:05:25,https://hakaimagazine.com/videos-visuals/one-great-shot-sunken-tank/
"Coral reefs are projected to do really poorly as climate change accelerates, but most of our data comes from lab studies. How have corals actually responded to an already-changing ocean?",Coral Versus Climate,,,,,Interactive feature,2020-12-17T00:05:12,https://hakaimagazine.com/videos-visuals/coral-versus-climate/
"Though sunflower star numbers have plummeted, scientists are holding out hope for these once-common denizens of the Pacific.",Sunflower Stars Now Critically Endangered,,,,,2 min 40 sec,2020-12-11T00:05:28,https://hakaimagazine.com/videos-visuals/sunflower-sea-stars-now-critically-endangered/
Researchers capitalized on a summer without cruise ship traffic to hear how whales respond to a quieter underwater world.,It’s Time to Listen,50.56717542037227,-126.73368472221648,Canada,British Columbia,6 min 45 sec,2020-12-01T00:05:42,https://hakaimagazine.com/videos-visuals/its-time-to-listen/
A watery split shot combines two natural realms.,One Great Shot: Connecting Worlds,,,,,"100 words, 1 photo",2020-11-13T00:05:46,https://hakaimagazine.com/videos-visuals/one-great-shot-connecting-worlds/
Meet the unassuming intertidal predator that turns its prey into soup.,The Ochre Sea Star,51.653728,-128.129666,Canada,British Columbia,1 min 15 sec,2020-11-04T00:05:12,https://hakaimagazine.com/videos-visuals/the-ochre-sea-star/
"With their wild colors and mesmerizing shapes, sea slugs bring pizzazz to the seafloor.",The Extravagant Pageantry of Nudibranchs,,,,,3 min 20 sec,2020-11-03T00:05:13,https://hakaimagazine.com/videos-visuals/the-extravagant-pageantry-of-nudibranchs/
Don’t mess with the aggregating anemone.,One Great Shot: Packing Stingers,,,,,"150 words, 1 photo",2020-10-16T00:05:25,https://hakaimagazine.com/videos-visuals/one-great-shot-packing-stingers/
"In black and white, this image reveals the haunting allure of spotted eagle rays.",One Great Shot: Elegance Embodied,,,,,,2020-09-11T00:05:54,https://hakaimagazine.com/videos-visuals/one-great-shot-elegance-embodied/
"With the help of a cleaner wrasse, a puffer fish gets squeaky clean.",One Great Shot: Dirty No More,,,,,"150 words, 1 photo",2020-08-14T00:05:21,https://hakaimagazine.com/videos-visuals/one-great-shot-dirty-no-more/
But of what? (Hint: 🦈),One Great Shot: A Grand Assemblage,26.673847811041384,-79.73016287578125,,,"100 words, 1 photo",2020-07-17T00:05:20,https://hakaimagazine.com/videos-visuals/one-great-shot-a-grand-assemblage/
A natural phenomenon of light and waves helps prey fish use stealth when running from predators.,Hiding in Plain Light,-18.2870668,147.6991918,Australia,Queensland,2 min,2020-06-30T00:05:18,https://hakaimagazine.com/videos-visuals/hiding-in-plain-light/
"On a remote Mexican islet, rescuers rush to save an entangled sea lion.",Sea Lion Search and Rescue,24.598653,-110.403015,Mexico,,"1,200 words, 11 photos",2020-06-16T00:05:37,https://hakaimagazine.com/videos-visuals/sea-lion-search-and-rescue/
These British fish aren’t too polite to duke it out for mating rights.,One Great Shot: Fighting to Mate,50.6093863605924,-1.9487804500212813,United Kingdom,,"100 words, 1 photo",2020-06-12T00:05:19,https://hakaimagazine.com/videos-visuals/one-great-shot-fighting-to-mate/
"Along a famed stretch of English coastline, amateur and professional collectors alike fill their satchels with fossils before the 200-million-year-old treasures are reclaimed by the waves.",Salvaging Fossils on the Jurassic Coast,50.717144,-2.949869,,,"1,700 words, 11 photos ",2020-05-26T00:05:06,https://hakaimagazine.com/videos-visuals/salvaging-fossils-on-the-jurassic-coast/
Our photographer captures the remarkable moment a mussel releases a torrent of eggs.,One Great Shot: Laboring Mussel,50.115408,-125.221624,,,"200 words, 1 photo",2020-05-08T00:05:59,https://hakaimagazine.com/videos-visuals/one-great-shot-laboring-mussel/
"Using specialized breathing equipment, a brave team of researchers dives into the ocean’s twilight zone to protect its little-known reefs.",Keepers of the Deep,,,,,6 min 50 sec,2020-05-05T00:05:41,https://hakaimagazine.com/videos-visuals/keepers-of-the-deep/
A frenzy of flashing tentacles tornadoes next to the Calvert Island dock as tens of thousands of squid put on a sensual performance. So dim the lights and join us for Squid Sex 101.,The Spawning Squid Samba,51.65459697049044,-128.12241760224688,,,4 min 45 sec,2020-04-27T00:05:23,https://hakaimagazine.com/videos-visuals/the-spawning-squid-samba/
The coastal wolves of the Great Bear Rainforest are distinct from their mainland cousins. The Calvert Island pack has found a veritable smorgasbord this spring—an all-you-can-eat buffet of squid and whale.,Gray Wolves of Calvert Island,51.62338314197728,-128.11067431484375,,,2 min 30 sec,2020-04-17T00:05:42,https://hakaimagazine.com/videos-visuals/gray-wolves-of-calvert-island/
"From the <em>Gikumi</em> research vessel, the UBC Marine Mammal Research Unit and the Hakai Institute headed out on the Salish Sea and off the central coast of British Columbia to study the foraging behaviors of resident killer whales.",A Window into the Lives of Resident Killer Whales,49.073187903741285,-123.4092927484375,,,4 min 20 sec,2020-04-13T00:05:08,https://hakaimagazine.com/videos-visuals/a-window-into-the-lives-of-resident-killer-whales/
Our photographer glimpses a symbiotic gathering off Mexico's Baja California Peninsula.,One Great Shot: Neighborly Care,23.407371960231472,-108.9627106546875,,,"200 words, 1 photo",2020-04-08T00:05:31,https://hakaimagazine.com/videos-visuals/one-great-shot-neighborly-care/
"You’ve probably walked past them hundreds of times. Devil’s matchstick, frog pelt, lungwort, and, of course, fairy barf. While these sound like ingredients for a fictional witch’s potion, you can find these and more on a walk through the forests of British Columbia. Let us introduce you to a symbiotic relationship like no other—the lichens.",Lichens: Corals of the Forest,,,,,3 min 10 sec,2020-04-06T00:05:29,https://hakaimagazine.com/videos-visuals/lichens-corals-of-the-forest/
A roundup of nature videos from the Hakai Institute to provide a little much-needed distraction and beauty.,Four Bits of Wonder,,,,,4 videos,2020-04-03T00:05:59,https://hakaimagazine.com/videos-visuals/four-bits-of-wonder/
"A swirling mass of fish swims past, as if a single organism was moving in unison. Who gets to be in the middle? How do they not bump into each other? And why are they schooling in the first place?",Why Do Fish School?,,,,,3 min 40 sec,2020-03-26T00:05:07,https://hakaimagazine.com/videos-visuals/why-do-fish-school/
"Every spring, nature puts on a breathtaking display on the British Columbia coast.",Beauty and the Feast: When Herring Come to Spawn,51.55200413363288,-128.53293656620434,,,2 min 40 sec,2020-03-25T00:05:39,https://hakaimagazine.com/videos-visuals/beauty-and-the-feast-when-herring-come-to-spawn/
"What superpower would you choose? If you said, “Invisibility cloak,” you’re not alone! The oceans are full of creatures that prefer to remain concealed, and they use all sorts of strategies to stay hidden.",Masters of Camouflage,,,,,5 min 10 sec,2020-03-24T00:05:52,https://hakaimagazine.com/videos-visuals/masters-of-camouflage/
"At first glance, the rocky shores of Calvert Island, British Columbia, don’t seem like a very hospitable place for an animal.",Welcome to Crazy Town,51.5558728,-128.0365166,,,3 min,2020-03-23T00:05:50,https://hakaimagazine.com/videos-visuals/welcome-to-crazy-town/
Lava spills into the sea and a new coastline is born in Hawai‘i.,One Great Shot: The Power of Pele,19.3222222,-155.0458333,,,"250 words, 1 photo",2020-03-13T00:05:22,https://hakaimagazine.com/videos-visuals/one-great-shot-the-power-of-pele/
A nature preserve on Moloka‘i reveals rare life forms—some ancient and others just newly established.,Life in the Last Dunes of Hawai‘i,21.197214,-157.155986,,,"1,500 words, 9 photos",2020-02-25T00:05:22,https://hakaimagazine.com/videos-visuals/life-in-the-last-dunes-of-hawaii/
A sea lion gives our photographer a royal staredown.,One Great Shot: King of the Sea,24.599279,-110.402886,,,"200 words, 1 photo",2020-02-14T00:05:49,https://hakaimagazine.com/videos-visuals/one-great-shot-king-of-the-sea/
"A long-standing, sustainable shellfish farming cooperative in the Gulf of California is about so much more than seafood.",This Co-op Is Happy as an Oyster,31.279524,-113.428427,,,6 min 20 sec,2020-01-21T00:05:58,https://hakaimagazine.com/videos-visuals/this-co-op-is-happy-as-an-oyster/
"What construction workers, scuba divers, and a risqué dance have in common.",A High-Pressure Job,40.7060855,-73.99686429999997,,,4 min 20 sec,2019-12-17T00:05:50,https://hakaimagazine.com/videos-visuals/a-high-pressure-job/
Claudio Sieber visited Taiwan in August to witness a festival during Ghost Month—the time of year when some Buddhist and Taoist communities believe the gates of the underworld crack open and spirits return to Earth.,One Great Shot: Lanterns for Ghosts,25.150139,121.755044,,,"150 words, 1 photo",2019-12-13T00:05:16,https://hakaimagazine.com/videos-visuals/one-great-shot-lanterns-for-ghosts/
"On a dive in the Maldives, a photographer captures a pteropod releasing eggs.",One Great Shot: Spotting a Spawning Sea Angel,4.256992,72.982712,,,"100 words, 1 photo",2019-11-15T00:05:10,https://hakaimagazine.com/videos-visuals/one-great-shot-spotting-a-spawning-sea-butterfly/
"Each year, an increasing number of traditional fishers from southwestern Madagascar sail away from their villages, seeking ever-dwindling fish stocks far from home.","Chasing the Far, Far Away Fish",-18.41617,43.673362,,,"1,400 words, 12 photos",2019-11-04T00:05:57,https://hakaimagazine.com/videos-visuals/chasing-the-far-far-away-fish/
Ballast: not just for ships and giggles.,Ballast Podcast Episode 5: The Ballast in the Sky,,,,,17 min,2019-10-14T00:05:30,https://hakaimagazine.com/videos-visuals/ballast-episode-5-the-ballast-in-the-sky/
"In the murky depths of the Philippines, a crab peeks out from its stinging hiding spot.",One Great Shot: Shy Harlequin,9.179,123.26,,,"150 words, 1 photo",2019-10-10T00:05:10,https://hakaimagazine.com/videos-visuals/one-great-shot-shy-harlequin/
A research team tries to unlock the secrets of underwater vision and camouflage.,Do You See What Eye See?,1.4934732939586968,125.25155859810275,,,6 min 20 sec,2019-10-09T00:05:34,https://hakaimagazine.com/videos-visuals/do-you-see-what-eye-see/
A little emotional ballast can help keep us afloat when life gets heavy.,Ballast Podcast Episode 4: The Ballast in Your Life,,,,,21 min,2019-10-07T09:10:30,https://hakaimagazine.com/videos-visuals/ballast-episode-4-the-ballast-in-your-life/
It’s a sink or swim world.,Ballast Podcast Episode 3: The Ballast of Living Things,,,,,20 min,2019-09-30T08:52:52,https://hakaimagazine.com/videos-visuals/ballast-episode-3-the-ballast-of-living-things/
"From introduced species to the slave trade, ballast has had a huge impact on our world.",Ballast Podcast Episode 2: The Ballast of Colonization,,,,,19 min,2019-09-23T08:49:30,https://hakaimagazine.com/videos-visuals/ballast-episode-2-the-ballast-of-colonization/
"The surprising connections between British Columbia jade, the Bristol Blitz, and a Swedish sunken ship.",Ballast Podcast Episode 1: The Hidden History of Ballast,,,,,18 min,2019-09-17T08:23:12,https://hakaimagazine.com/videos-visuals/ballast-episode-1-the-hidden-history-of-ballast/
"For the paper nautilus, a jellyfish provides the perfect floatie.",One Great Shot: Hitching a Ride,14.652196315255868,126.34992876875003,,,"100 words, 1 photo",2019-09-03T00:05:45,https://hakaimagazine.com/videos-visuals/one-great-shot-hitching-a-ride/
"The Philippines has spent three decades restoring legendary clams—some that can grow to 500 kilograms, the biggest in the world!",Raising Giants,16.503840871287075,119.88557517070308,,,"2,000 words, 12 photos and videos",2019-08-20T00:05:58,https://hakaimagazine.com/videos-visuals/raising-giants/
Alex MacLean’s aerial images of the US East Coast convey just how much infrastructure perches in the coastal danger zone.,What the Seas Will Swallow,,,,,"2,000 words, 13 photos",2019-08-06T00:05:32,https://hakaimagazine.com/videos-visuals/what-the-seas-will-swallow/
"As predators hunt down the oily fish, so, too, does an intrepid photographer.",One Great Shot: Chasing the Sardine Run,-32.09131198821627,30.68365395507817,,,"200 words, 1 photo",2019-08-02T00:05:47,https://hakaimagazine.com/videos-visuals/one-great-shot-chasing-the-sardine-run/
Did you know that reefs can glow? Photographer Louise Murray dips into the dark seas to capture the spectacle of marine fluorescence.,The Hidden Light Show Below,11.824695019816044,123.58498835367811,,,"1,000 words, 13 photos",2019-06-25T00:05:00,https://hakaimagazine.com/videos-visuals/the-secret-light-show-below/
"On a secluded beach, Nic Annau combines an earthly feature with an astronomical marvel.",One Great Shot: Hunting the Milky Way,48.415696,-124.019195,,,"200 words, 1 photo",2019-06-14T00:05:19,https://hakaimagazine.com/videos-visuals/one-great-shot-hunting-the-milky-way/
Collectors at this year’s beachcombing fair in a Washington town had something surprising to put on display.,Why Ocean Shores Beachcombing Is a Blast,,,,,6 min,2019-05-28T00:05:10,https://hakaimagazine.com/videos-visuals/why-ocean-shores-beachcombing-is-a-blast/
"For a yellowhead jawfish, fatherhood is a mouthful.",One Great Shot: The Safest Place,,,,,"150 words, 1 photo",2019-05-17T00:05:01,https://hakaimagazine.com/videos-visuals/one-great-shot-the-safest-place/
"Indigenous communities rush to find the few remaining monumental cedars for totem poles, house posts, and canoes.",Searching the Forest for the Trees,,,,,7 min 30 sec,2019-04-23T00:05:50,https://hakaimagazine.com/videos-visuals/searching-the-forest-for-the-trees/
A resourceful Filipino diver hunts for gold on the ocean floor.,One Great Shot: DIY Gold Mining,10.002079,125.260995,,,"150 words, 1 photo",2019-04-12T00:05:56,https://hakaimagazine.com/videos-visuals/one-great-shot-diy-gold-mining/
Photographer Claudio Sieber documents how the traditional practice of using shell money continues to thrive among the Tolai people.,The Spiritual Shell Money of Papua New Guinea,-4.352284,152.272447,,,"1,600 words, 14 photos and videos",2019-03-19T00:05:00,https://hakaimagazine.com/videos-visuals/cash-with-spiritual-currency/
Humongous fish tail? Or disembodied monster claw reaching out from another dimension? Steve De Neef explains.,One Great Shot: Giant of the Deep,-7.869894999999999,39.75495109999997,,,"150 words, 1 photo",2019-03-15T00:05:39,https://hakaimagazine.com/videos-visuals/one-great-shot-giant-of-the-deep/
"As they wait for sea otters to return to Haida Gwaii waters, Parks Canada and the Haida Nation take matters into their own hands to foster a healthier ecosystem under the waves.",Smashing Urchins for Kelp,52.499034897163035,-131.39171756435547,,,3 min 30 sec,2019-03-05T00:05:52,https://hakaimagazine.com/videos-visuals/smashing-urchins-for-kelp/
Carsten Egevang goes looking for seals in Greenland and finds a photogenic guillemot instead.,One Great Shot: The Guillemot and the Iceberg,78.339309,-67.305815,,,"150 words, 1 photo",2019-02-08T00:05:50,https://hakaimagazine.com/videos-visuals/one-great-shot-the-guillemot-and-the-iceberg/
Drone master Keith Holmes documents an enormous jellyfish bloom in British Columbia.,One Great Shot: Swimming in a Smack,51.65428605565609,-128.12628758460392,,,"150 words, 1 photo",2019-01-11T00:05:50,https://hakaimagazine.com/videos-visuals/one-great-shot-swimming-in-a-smack/
A photographer documents the beaches of her youth along South Carolina’s ACE Basin as they shift and re-form beyond recognition.,Shifting ACElines,32.485714,-80.335692,,,"2,000 words, 13 photos",2019-01-03T00:05:14,https://hakaimagazine.com/videos-visuals/shifting-acelines-a-photo-essay/
"Florida’s reefs and wrecks are once again populated with goliath grouper the size of floating refrigerators, attracting the attention of divers, fishers, and policymakers.",Swimming with Super Grouper,26.80149658772241,-79.98853147687987,,,"1,300 words, 16 photos and videos",2018-12-18T00:05:54,https://hakaimagazine.com/videos-visuals/swimming-with-super-grouper/
"Paul Zizka tells us how he captured a beautiful shot of the northern lights over Ilulissat Icefjord, Greenland.",One Great Shot: Dancing Skies in Greenland,69.1671113,-50.536660100000006,,,"100 words, 1 photo",2018-12-07T00:05:34,https://hakaimagazine.com/videos-visuals/one-great-shot-dancing-skies-in-greenland/
A photographic primer on the dynamics of marine ice.,Frozen Ocean,,,,,"1,300 words, 14 photos",2018-09-24T00:05:01,https://hakaimagazine.com/videos-visuals/frozen-ocean/
"These marine mollusks seem to tempt fate with their lack of shell and come-hither colors, but there’s danger in that decoration.",Nudibranchs: Armed and Fabulous,,,,,"1,700 words, 14 photos",2018-09-19T00:05:40,https://hakaimagazine.com/videos-visuals/nudibranchs-armed-and-fabulous/
"In Indonesia, the villagers of Lamalera carry on a centuries-old tradition of hunting whales.",Photo Diary of a Whale Hunt,-8.567754,123.399261,,,"300 words, 17 photos",2018-07-10T00:05:25,https://hakaimagazine.com/videos-visuals/photo-diary-of-a-whale-hunt/
"Around here, every day is Oceans Day.","For Oceans Day, 15 Stories from Five Seas",,,,,Interactive map,2018-06-08T00:05:36,https://hakaimagazine.com/videos-visuals/for-oceans-day-15-stories-from-five-seas/
A story in pictures about an iconic and culturally important ecosystem in evolution.,Coastal Oakscapes,,,,,"950 words, 21 photos",2018-04-24T00:05:58,https://hakaimagazine.com/videos-visuals/coastal-oakscapes/
Signs and symbols on the sides of ships tell stories about an industry few outsiders understand.,The Secret Language of Ships,37.797499,-122.389405,,,,2018-04-10T00:05:36,https://hakaimagazine.com/videos-visuals/the-secret-language-of-ships/
"As the striped mullet rebounds in Florida, the fish’s fall migration sparks an increasingly spectacular frenzy of activity.",Mullet Mania,26.786976,-80.037369,,,"800 words, 13 photos and videos",2018-03-20T00:05:04,https://hakaimagazine.com/videos-visuals/mullet-mania/
A seasonal snack with a sinister story.,The Truth about Shrimp Rings,,,,,"800 words, about 4 minutes",2017-12-04T00:05:08,https://hakaimagazine.com/videos-visuals/the-truth-about-shrimp-rings/
A Greek islet meets its end to make ends meet.,"Goodbye, Pumice Island",36.657963,27.111896,,,4 min 10 sec,2017-11-15T00:50:43,https://hakaimagazine.com/videos-visuals/goodbye-pumice-island/
"While most photographers are tucked in bed, this sharpshooter dons dive gear and searches for his subjects at the ocean’s surface, in the black of night.",Beauty in Blackwater,26.696185,-79.909301,,,"1,100 words, 14 photos",2017-11-09T12:58:20,https://hakaimagazine.com/videos-visuals/beauty-blackwater/
There’s a whole lot more on the ocean floor if you just know where to look for it.,Living in the Sand,11.469538,123.517256,,,"950 words, 15 photos",2017-10-05T14:03:53,https://hakaimagazine.com/videos-visuals/living-sand/
Meet the people who stand between the world’s last wild populations of African penguins and extinction.,Protectors of the Penguins,-34.391234,18.923908,,,5 min 30 sec,2017-10-03T10:54:42,https://hakaimagazine.com/videos-visuals/protectors-penguins/
"For 40 years, John has been collecting our garbage off the beach. Here’s where you can visit it.",One Man’s Junk,47.962276,-124.4015,,,3 min 30 sec,2017-09-07T00:00:00,https://hakaimagazine.com/videos-visuals/one-mans-junk/
Bosnia and Herzegovina’s short stretch of seaside refuge has outsized value.,Nostalgia and Peace on the Ocean,42.920607,17.614271,,,3 min 15 sec,2017-08-22T00:00:00,https://hakaimagazine.com/videos-visuals/nostalgia-and-peace-ocean/
These tiny marine creatures are enormously photogenic.,Spineless Beauty,51.654452,-128.1309,,,"850 words, 18 photos",2017-08-21T00:05:00,https://hakaimagazine.com/videos-visuals/spineless-beauty/
Reflections from a journey spanning St. John’s to Nain on Canada’s east coast.,Kissing Bergs and Dancing the Innu Shuffle,,,,,"1,000 words, 24 photos",2017-07-31T00:00:00,https://hakaimagazine.com/videos-visuals/kissing-bergs-and-dancing-innu-shuffle/
"In the Sea of Cortez, researchers delve into the mystery of a bat that makes its living at sea.",Mexican Fishing Bats,26.84792,-110.766,,,6 min,2017-07-25T00:00:00,https://hakaimagazine.com/videos-visuals/mexican-fishing-bats/
We have the longest coastline in the world and the best stories (sorry).,Eau Canada,,,,,Interactive map,2017-06-30T00:00:00,https://hakaimagazine.com/videos-visuals/eau-canada/
Horseshoe crabs have been saving our species—are we endangering theirs?,Auditing the Blue Blood Bank,43.064487,-70.89542,,,6 min 30 sec,2017-06-20T00:00:00,https://hakaimagazine.com/videos-visuals/auditing-blue-blood-bank/
"The theme of World Oceans Day is plastic pollution prevention. From the shores of Vancouver, British Columbia, to the floor of the Baltic Sea, here’s a map of stories that tackle the issue.",Plastics Without Borders,,,,,Interactive map,2017-06-08T00:00:00,https://hakaimagazine.com/videos-visuals/plastics-without-borders/
"Venice’s gondolas are sleek in style, specific in design, and steeped in history.",The Gondola Maker,45.436593,12.333053,,,4 min 15 sec,2017-05-11T00:11:00,https://hakaimagazine.com/videos-visuals/gondola-maker/
What does it take to live between the grains of sand?,Life Interstitial,,,,,Interactive infographic,2017-04-28T00:00:00,https://hakaimagazine.com/videos-visuals/life-interstitial/
Researchers reveal the microscopic life in between the grains of sediment.,Here Be Tiny Dragons (and Other Micro Beasts),51.655207,-128.1356,,,5 min,2017-04-18T00:00:00,https://hakaimagazine.com/videos-visuals/here-be-tiny-dragons-and-other-micro-beasts/
"Our interactive sound map explores the busy marine soundscape, from kayaks to cruise ships.",Listen to How Loud the Sea Is,48.329526,-123.1406,,,Interactive infographic,2017-04-06T00:00:00,https://hakaimagazine.com/videos-visuals/listen-how-loud-sea/
A scientist who first sent jellyfish into space reveals secrets to a life without aging.,The Immortal Life of Dorothy’s Jellies,,,,,5 min,2017-03-28T00:00:00,https://hakaimagazine.com/videos-visuals/immortal-life-dorothys-jellies/
"Bif! Blam! Whack! Boom! When giant Australian cuttlefish convene to mate, males usually rely on visual displays to intimidate one another—but sometimes, things can get rough.",Cuttlefish Brawl,-33.20479,137.65459,,,34-panel comic,2017-03-06T00:00:00,https://hakaimagazine.com/videos-visuals/cuttlefish-brawl/
"In Felixstowe, a seaside town in England, watching container ships is a tradition, and a time for taking stock of life.",Ship Spotters,51.958591,1.360849,,,4 min 45 sec,2017-02-07T00:00:00,https://hakaimagazine.com/videos-visuals/ship-spotters/
"On the Pacific Northwest coast, indigenous groups are reinvigorating the ancient practice of clam gardening.",A Wall Worth Building: Making Clam Habitat Great Again,48.748593,-123.4078,,,4 min,2017-01-26T00:00:00,https://hakaimagazine.com/videos-visuals/wall-worth-building-making-clam-habitat-great-again/
"An ancient Peruvian tradition of building and paddling reed boats is kept alive by a small group of fishermen, including Juninho Urcia, a champion surfer in his 20s.","Forget Fiberglass, This Surfing Champion Rides Reeds",-8.21856,-78.99046,,,5 min 15 sec,2016-12-13T00:00:00,https://hakaimagazine.com/videos-visuals/forget-fiberglass-surfing-champion-rides-reeds/
Traditional knowledge meets Western science on the central coast of British Columbia.,"The 6,000-Year-Old Village",52.162365,-128.1382,,,7 min 30 sec,2016-11-22T00:00:00,https://hakaimagazine.com/videos-visuals/6000-year-old-village/
"New research shows that 100,000 dead whales were just the tip of the iceberg.",The Collateral Damage of Yankee Whaling,69.565074,-139.0817,,,Infographic,2016-10-07T00:00:00,https://hakaimagazine.com/videos-visuals/collateral-damage-yankee-whaling/
"Venomous cone snails may be slow, but they’re deadly.",The Killer Kiss of Kohn’s Snails,,,,,3 min,2016-09-27T00:00:00,https://hakaimagazine.com/videos-visuals/killer-kiss-kohns-snails/
